"##Downloaded July 9, 2015 from http://hgdownload.soe.ucsc.edu/goldenPath/hg19/database/ "								
#Name	Transcript	Chromosome	Transcription_Start	Transcription_End	Alpha	Beta	Gamma	Delta
CDC42BPG	NM_017525	chr11	64591661	64612041	1000	1000	10190	10189
EHD1	NM_006795	chr11	64620198	64646240	1000	1000	13021	13020
EHD1	NM_001282445	chr11	64620198	64647185	1000	1000	13493	13493
EHD1	NM_001282444	chr11	64620198	64647185	1000	1000	13493	13493
MIR192	NR_029578	chr11	64658608	64658718	1000	1000	55	54
MIR194-2	NR_029829	chr11	64658826	64658911	1000	1000	42	42
ATG2A	NM_015104	chr11	64662003	64684722	1000	1000	11359	11359
MIR6750	NR_106808	chr11	64665834	64665909	1000	1000	37	37
MIR6749	NR_106807	chr11	64669858	64669927	1000	1000	34	34
PPP2R5B	NM_006244	chr11	64692142	64701950	1000	1000	4904	4903
GPHA2	NM_130769	chr11	64701942	64703360	1000	1000	709	708
C11orf85	NM_001300803	chr11	64705701	64739563	1000	1000	16931	16930
C11orf85	NM_001037225	chr11	64705701	64739563	1000	1000	16931	16930
BATF2	NM_001300807	chr11	64755416	64757749	1000	1000	1166	1166
BATF2	NM_001300808	chr11	64755416	64757749	1000	1000	1166	1166
BATF2	NM_138456	chr11	64755416	64764517	1000	1000	4550	4550
ARL2	NM_001667	chr11	64781584	64789657	1000	1000	4036	4036
ARL2	NM_001199745	chr11	64781584	64789657	1000	1000	4036	4036
ARL2-SNX15	NR_037650	chr11	64781584	64808044	1000	1000	13230	13229
MIR6879	NR_106939	chr11	64785976	64786042	1000	1000	33	32
SNX15	NM_147777	chr11	64794879	64808044	1000	1000	6582	6582
SNX15	NM_013306	chr11	64794879	64808044	1000	1000	6582	6582
SAC3D1	NM_013299	chr11	64808375	64812300	1000	1000	1962	1962
NAALADL1	NM_005468	chr11	64812294	64826009	1000	1000	6857	6857
CDCA5	NM_080668	chr11	64844926	64851615	1000	1000	3344	3344
ZFPL1	NM_006782	chr11	64851693	64855874	1000	1000	2090	2090
TMEM262	NM_001242631	chr11	64855843	64856581	1000	1000	369	368
TMEM262	NM_001282448	chr11	64855843	64856581	1000	1000	369	368
VPS51	NR_073519	chr11	64863586	64879332	1000	1000	7873	7872
VPS51	NM_013265	chr11	64863586	64879332	1000	1000	7873	7872
TM7SF2	NM_003273	chr11	64879325	64883707	1000	1000	2191	2190
TM7SF2	NM_001277233	chr11	64879325	64883707	1000	1000	2191	2190
TM7SF2	NR_102367	chr11	64879325	64883707	1000	1000	2191	2190
ZNHIT2	NM_014205	chr11	64883874	64885210	1000	1000	668	667
FAU	NM_001997	chr11	64888098	64889672	1000	1000	787	786
MRPL49	NR_037567	chr11	64889654	64894841	1000	1000	2593	2593
MRPL49	NM_004927	chr11	64889715	64894841	1000	1000	2563	2562
MRPL49	NR_037568	chr11	64889715	64894841	1000	1000	2563	2562
SYVN1	NM_032431	chr11	64894750	64902003	1000	1000	3626	3626
SYVN1	NM_172230	chr11	64894750	64902003	1000	1000	3626	3626
MIR6751	NR_106809	chr11	64897387	64897450	1000	1000	31	31
SPDYC	NM_001008778	chr11	64937706	64940688	1000	1000	1491	1490
CAPN1	NM_001198868	chr11	64948685	64979477	1000	1000	15396	15395
CAPN1	NM_001198869	chr11	64949149	64979477	1000	1000	15164	15163
CAPN1	NM_005186	chr11	64949303	64979477	1000	1000	15087	15086
CAPN1	NR_040008	chr11	64949303	64979477	1000	1000	15087	15086
SLC22A20	NR_033396	chr11	64981310	65010228	1000	1000	14459	14458
SLC22A20	NM_001004326	chr11	64981310	64993511	1000	1000	6100	6100
POLA2	NM_002689	chr11	65029322	65066156	1000	1000	18417	18416
CDC42EP2	NM_006779	chr11	65082288	65089900	1000	1000	3806	3805
DPF2	NM_006268	chr11	65101224	65120451	1000	1000	9613	9613
TIGD3	NM_145719	chr11	65122281	65125082	1000	1000	1400	1400
SLC25A45	NM_182556	chr11	65142662	65150145	1000	1000	3741	3741
SLC25A45	NM_001077241	chr11	65142662	65150145	1000	1000	3741	3741
SLC25A45	NM_001278251	chr11	65142662	65151172	1000	1000	4255	4254
SLC25A45	NM_001278250	chr11	65142662	65149857	1000	1000	3597	3597
SLC25A45	NM_001300820	chr11	65142662	65149857	1000	1000	3597	3597
FRMD8	NM_001300833	chr11	65154040	65180995	1000	1000	13477	13477
FRMD8	NM_031904	chr11	65154040	65180995	1000	1000	13477	13477
FRMD8	NM_001300832	chr11	65154040	65180995	1000	1000	13477	13477
NEAT1	NR_131012	chr11	65190268	65213009	1000	1000	11370	11370
NEAT1	NR_028272	chr11	65190268	65194003	1000	1000	1867	1867
MIR612	NR_030343	chr11	65211928	65212028	1000	1000	50	49
MALAT1	NR_002819	chr11	65265232	65273983	1000	1000	4375	4375
SCYL1	NM_020680	chr11	65292547	65306182	1000	100	6817	6817
SCYL1	NM_001048218	chr11	65292547	65306182	1000	100	6817	6817
LTBP3	NM_001130144	chr11	65306029	65325699	100	1000	9835	9834
LTBP3	NM_001164266	chr11	65306029	65325699	100	1000	9835	9834
LTBP3	NM_021070	chr11	65306029	65325699	100	1000	9835	9834
SSSCA1-AS1	NR_038923	chr11	65336690	65337884	1000	1000	597	596
SSSCA1	NM_006396	chr11	65337929	65339359	1000	1000	715	714
SSSCA1	NM_001303024	chr11	65337929	65339359	1000	1000	715	714
FAM89B	NM_152832	chr11	65339819	65341669	1000	1000	925	924
FAM89B	NM_001098784	chr11	65339819	65341669	1000	1000	925	924
FAM89B	NM_001098785	chr11	65339819	65341669	1000	1000	925	924
EHBP1L1	NM_001099409	chr11	65343508	65360116	1000	1000	8304	8303
KCNK7	NM_005714	chr11	65360325	65363467	1000	1000	1571	1570
KCNK7	NM_033348	chr11	65360325	65363467	1000	1000	1571	1570
KCNK7	NM_033347	chr11	65360325	65363467	1000	1000	1571	1570
KCNK7	NM_033455	chr11	65360325	65363467	1000	1000	1571	1570
MAP3K11	NM_002419	chr11	65365225	65381720	1000	1000	8247	8247
PCNXL3	NM_032223	chr11	65383782	65404910	1000	1000	10564	10563
MIR4690	NR_039839	chr11	65403780	65403840	1000	1000	30	29
SIPA1	NM_006747	chr11	65405577	65418391	1000	1000	6407	6406
SIPA1	NM_153253	chr11	65407591	65418391	1000	1000	5400	5399
MIR4489	NR_039709	chr11	65416662	65416724	1000	1000	31	30
RELA	NM_001145138	chr11	65421066	65430443	1000	1000	4688	4688
RELA	NM_021975	chr11	65421066	65430443	1000	1000	4688	4688
RELA	NM_001243985	chr11	65421066	65430443	1000	1000	4688	4688
RELA	NM_001243984	chr11	65421066	65430443	1000	1000	4688	4688
KAT5	NM_006388	chr11	65479472	65487077	1000	1000	3802	3802
KAT5	NM_001206833	chr11	65479472	65487077	1000	1000	3802	3802
KAT5	NM_182709	chr11	65479472	65487077	1000	1000	3802	3802
KAT5	NM_182710	chr11	65479472	65487077	1000	1000	3802	3802
RNASEH2C	NM_032193	chr11	65485143	65488409	1000	1000	1633	1632
AP5B1	NM_138368	chr11	65541368	65548062	1000	1000	3347	3346
MIR1234	NR_031600	chr11	65554464	65554484	1000	1000	10	9
OVOL1	NM_004561	chr11	65554504	65564690	1000	1000	5093	5092
OVOL1-AS1	NR_108085	chr11	65556471	65558339	1000	1000	934	933
SNX32	NM_152760	chr11	65601409	65621172	1000	1000	9881	9881
CFL1	NM_005507	chr11	65622284	65625804	1000	1000	1760	1759
MUS81	NM_025128	chr11	65627871	65633914	1000	1000	3021	3021
EFEMP2	NR_037718	chr11	65633911	65640405	1000	1000	3247	3246
EFEMP2	NM_016938	chr11	65633911	65640405	1000	1000	3247	3246
CTSW	NM_001335	chr11	65647283	65651212	1000	1000	1964	1964
FIBP	NM_004214	chr11	65651210	65656010	1000	1000	2400	2399
FIBP	NM_198897	chr11	65651210	65656010	1000	1000	2400	2399
CCDC85B	NM_006848	chr11	65657874	65659106	1000	1000	616	615
FOSL1	NM_001300844	chr11	65659606	65667997	1000	1000	4195	4195
FOSL1	NR_125339	chr11	65659606	65667997	1000	1000	4195	4195
FOSL1	NM_001300855	chr11	65659606	65667997	1000	1000	4195	4195
FOSL1	NM_001300857	chr11	65659606	65667997	1000	1000	4195	4195
FOSL1	NM_005438	chr11	65659606	65667997	1000	1000	4195	4195
FOSL1	NM_001300856	chr11	65659606	65667997	1000	1000	4195	4195
C11orf68	NM_001135635	chr11	65684282	65686531	1000	1000	1124	1124
C11orf68	NM_031450	chr11	65684282	65686531	1000	1000	1124	1124
DRAP1	NM_006442	chr11	65686727	65689048	1000	1000	1160	1160
TSGA10IP	NM_152762	chr11	65713114	65727434	1000	1000	7160	7159
SART1	NM_005146	chr11	65729159	65747607	1000	1000	9224	9223
EIF1AD	NM_032325	chr11	65764015	65769637	1000	1000	2811	2810
EIF1AD	NM_001242486	chr11	65764015	65769637	1000	1000	2811	2810
EIF1AD	NM_001242485	chr11	65764015	65769637	1000	1000	2811	2810
EIF1AD	NM_001242484	chr11	65764015	65769637	1000	1000	2811	2810
EIF1AD	NM_001242483	chr11	65764015	65769637	1000	1000	2811	2810
EIF1AD	NM_001242481	chr11	65764015	65769637	1000	1000	2811	2810
EIF1AD	NM_001242482	chr11	65764015	65769637	1000	1000	2811	2810
BANF1	NM_001143985	chr11	65769549	65771617	1000	1000	1034	1033
BANF1	NM_003860	chr11	65769549	65771617	1000	1000	1034	1033
CST6	NM_001323	chr11	65779461	65780976	1000	1000	757	757
CATSPER1	NM_053054	chr11	65784222	65793988	1000	1000	4883	4882
GAL3ST3	NM_033036	chr11	65808235	65816651	1000	1000	4208	4207
SF3B2	NM_006842	chr11	65819815	65836382	1000	1000	8283	8283
PACS1	NM_018026	chr11	65837823	66012218	1000	1000	87197	87197
KLC2	NM_001134775	chr11	66024764	66035331	1000	1000	5283	5283
KLC2	NM_001134776	chr11	66025090	66035331	1000	1000	5120	5120
KLC2	NM_001134774	chr11	66025173	66035332	1000	1000	5079	5079
KLC2	NM_022822	chr11	66025173	66035331	1000	1000	5079	5078
RAB1B	NM_030981	chr11	66036055	66044963	1000	1000	4454	4453
CNIH2	NR_073079	chr11	66045671	66051685	1000	1000	3007	3006
CNIH2	NR_073078	chr11	66045671	66051685	1000	1000	3007	3006
CNIH2	NM_182553	chr11	66045671	66051685	1000	1000	3007	3006
YIF1A	NM_020470	chr11	66052050	66056638	1000	1000	2294	2293
YIF1A	NM_001300861	chr11	66052050	66056638	1000	1000	2294	2293
TMEM151A	NM_153266	chr11	66059372	66064135	1000	1000	2381	2381
CD248	NM_020404	chr11	66081957	66084515	1000	1000	1279	1278
RIN1	NM_004292	chr11	66099541	66104000	1000	1000	2229	2229
BRMS1	NM_001024957	chr11	66104803	66112582	1000	1000	3889	3889
BRMS1	NM_015399	chr11	66104803	66112582	1000	1000	3889	3889
B4GAT1	NM_006876	chr11	66112842	66115161	1000	1000	1159	1159
SLC29A2	NM_001300868	chr11	66129991	66139947	1000	1000	4978	4977
SLC29A2	NM_001532	chr11	66129991	66139291	1000	1000	4650	4649
SLC29A2	NM_001300869	chr11	66129991	66139947	1000	1000	4978	4977
SLC29A2	NR_125343	chr11	66129991	66139291	1000	1000	4650	4649
NPAS4	NM_178864	chr11	66188474	66194177	1000	1000	2851	2851
MRPL11	NM_170739	chr11	66202545	66206319	1000	1000	1887	1886
MRPL11	NM_170738	chr11	66202545	66206319	1000	1000	1887	1886
MRPL11	NM_016050	chr11	66202545	66206319	1000	1000	1887	1886
MRPL11	NR_120589	chr11	66202545	66206319	1000	1000	1887	1886
MRPL11	NR_120588	chr11	66202545	66206319	1000	1000	1887	1886
PELI3	NM_001243135	chr11	66233797	66244808	1000	1000	5505	5505
PELI3	NM_145065	chr11	66234335	66244808	1000	1000	5236	5236
PELI3	NM_001243136	chr11	66234335	66244808	1000	1000	5236	5236
PELI3	NM_001098510	chr11	66234335	66244808	1000	1000	5236	5236
LOC101928069	NR_120586	chr11	66240960	66247720	1000	1000	3380	3379
DPP3	NM_005700	chr11	66247483	66277130	1000	1000	14823	14823
DPP3	NM_001256670	chr11	66247483	66277130	1000	1000	14823	14823
DPP3	NM_130443	chr11	66247483	66277130	1000	1000	14823	14823
BBS1	NM_024649	chr11	66278118	66301084	1000	1000	11483	11482
ZDHHC24	NM_207340	chr11	66306734	66313671	1000	1000	3468	3468
ACTN3	NM_001258371	chr11	66313865	66330800	1000	1000	8467	8467
ACTN3	NM_001104	chr11	66314311	66330800	1000	1000	8244	8244
ACTN3	NR_047663	chr11	66314311	66330800	1000	1000	8244	8244
CTSF	NM_003793	chr11	66330934	66336047	1000	1000	2556	2556
CCDC87	NM_018219	chr11	66357639	66360554	1000	1000	1457	1457
CCS	NM_005125	chr11	66360689	66373490	1000	1000	6400	6400
RBM14-RBM4	NM_001198846	chr11	66384052	66413944	1000	1000	14946	14945
RBM14-RBM4	NM_001198845	chr11	66384052	66413944	1000	1000	14946	14945
RBM14	NM_001198837	chr11	66384052	66397397	1000	1000	6672	6672
RBM14	NM_001198836	chr11	66384052	66397397	1000	1000	6672	6672
RBM14	NM_006328	chr11	66384052	66397397	1000	1000	6672	6672
RBM4	NM_002896	chr11	66406087	66413944	1000	1000	3928	3928
RBM4	NM_001198844	chr11	66406087	66435858	1000	1000	14885	14885
RBM4	NM_001198843	chr11	66406087	66413944	1000	1000	3928	3928
RBM4B	NM_031492	chr11	66432464	66445392	1000	1000	6464	6463
RBM4B	NM_001286135	chr11	66432464	66445392	1000	1000	6464	6463
SPTBN2	NM_006946	chr11	66452719	66488870	1000	1000	18075	18075
C11orf80	NM_024650	chr11	66512206	66610987	1000	1000	49390	49390
C11orf80	NM_001302084	chr11	66512206	66610987	1000	1000	49390	49390
RCE1	NM_001032279	chr11	66610882	66614003	1000	1000	1560	1560
RCE1	NM_005133	chr11	66610882	66614003	1000	1000	1560	1560
PC	NM_022172	chr11	66615996	66675340	1000	1000	29672	29671
PC	NM_001040716	chr11	66615996	66725847	1000	1000	54925	54925
PC	NM_000920	chr11	66615996	66725847	1000	1000	54925	54925
LRFN4	NM_024036	chr11	66624875	66627946	1000	1000	1535	1535
MIR3163	NR_036121	chr11	66701904	66701977	1000	1000	36	36
C11orf86	NM_001136485	chr11	66742753	66744479	1000	1000	863	862
SYT12	NM_001177880	chr11	66790189	66818334	1000	1000	14072	14072
SYT12	NM_177963	chr11	66790815	66818334	1000	1000	13759	13759
MIR6860	NR_106920	chr11	66813113	66813179	1000	1000	33	32
RHOD	NM_014578	chr11	66824288	66839488	1000	1000	7600	7599
RHOD	NM_001300886	chr11	66824288	66839488	1000	1000	7600	7599
KDM2A	NM_012308	chr11	66886739	67025550	1000	1000	69405	69405
KDM2A	NR_027473	chr11	66886739	67025550	1000	1000	69405	69405
KDM2A	NM_001256405	chr11	67007505	67025550	1000	1000	9022	9022
ADRBK1	NM_001619	chr11	67033904	67054029	1000	1000	10062	10062
ANKRD13D	NM_207354	chr11	67056761	67069955	1000	1000	6597	6596
ANKRD13D	NR_030767	chr11	67056815	67069955	1000	1000	6570	6569
SSH3	NM_017857	chr11	67070918	67080078	1000	1000	4580	4579
LOC100130987	NR_024469	chr11	67085309	67159158	1000	1000	36924	36924
POLD4	NR_046413	chr11	67118235	67121067	1000	1000	1416	1415
POLD4	NR_046412	chr11	67118235	67121067	1000	1000	1416	1415
POLD4	NR_046411	chr11	67118235	67121067	1000	1000	1416	1415
POLD4	NM_001256870	chr11	67118235	67121067	1000	1000	1416	1415
POLD4	NM_021173	chr11	67118235	67121067	1000	1000	1416	1415
CLCF1	NM_001166212	chr11	67131638	67141648	1000	1000	5005	5004
CLCF1	NM_013246	chr11	67131638	67141206	1000	1000	4784	4783
RAD9A	NM_004584	chr11	67159422	67165883	1000	20	3230	3230
RAD9A	NM_001243224	chr11	67160775	67165883	1000	20	2554	2553
PPP1CA	NM_206873	chr11	67165651	67169376	20	1000	1862	1862
PPP1CA	NM_001008709	chr11	67165651	67169376	20	1000	1862	1862
PPP1CA	NM_002708	chr11	67165651	67169376	20	1000	1862	1862
TBC1D10C	NM_198517	chr11	67171383	67177561	1000	1000	3089	3088
TBC1D10C	NM_001256508	chr11	67171383	67177561	1000	1000	3089	3088
TBC1D10C	NR_046266	chr11	67171446	67177561	1000	1000	3057	3057
CARNS1	NM_001166222	chr11	67183148	67193078	1000	1000	4965	4964
CARNS1	NM_020811	chr11	67183148	67193078	1000	1000	4965	4964
RPS6KB2	NM_003952	chr11	67195934	67202879	1000	1000	3472	3472
PTPRCAP	NM_005608	chr11	67202980	67205153	1000	1000	1086	1086
CORO1B	NM_001018070	chr11	67205517	67211292	1000	1000	2887	2887
CORO1B	NM_020441	chr11	67205517	67210983	1000	1000	2733	2732
GPR152	NM_206997	chr11	67218771	67220200	1000	1000	714	714
CABP4	NM_001300896	chr11	67219885	67229246	1000	1000	4680	4680
CABP4	NM_001300895	chr11	67222817	67229246	1000	1000	3214	3214
CABP4	NM_145200	chr11	67222817	67229245	1000	1000	3214	3213
TMEM134	NR_073411	chr11	67231818	67236748	1000	1000	2465	2464
TMEM134	NM_025124	chr11	67231818	67236748	1000	1000	2465	2464
TMEM134	NM_001078651	chr11	67231818	67236748	1000	1000	2465	2464
TMEM134	NM_001078650	chr11	67231818	67236748	1000	1000	2465	2464
TMEM134	NR_073413	chr11	67231818	67236748	1000	1000	2465	2464
TMEM134	NR_073412	chr11	67231818	67236748	1000	1000	2465	2464
TMEM134	NR_073410	chr11	67231818	67236748	1000	1000	2465	2464
TMEM134	NR_073409	chr11	67231818	67236748	1000	1000	2465	2464
AIP	NM_001302960	chr11	67250499	67258579	1000	200	4040	4039
AIP	NM_003977	chr11	67250499	67258579	1000	200	4040	4039
AIP	NM_001302959	chr11	67250986	67258579	1000	200	3796	3796
MIR6752	NR_106810	chr11	67257715	67257786	20	20	35	35
PITPNM1	NM_004910	chr11	67259238	67272843	200	1000	6802	6802
PITPNM1	NM_001130848	chr11	67259238	67272843	200	1000	6802	6802
CDK2AP2	NM_005851	chr11	67273960	67276199	1000	1000	1119	1119
CDK2AP2	NR_073484	chr11	67273960	67275658	1000	1000	849	848
CDK2AP2	NM_001271849	chr11	67273960	67275658	1000	1000	849	848
CABP2	NM_016366	chr11	67286417	67290899	1000	1000	2241	2240
GSTP1	NM_000852	chr11	67351065	67354124	1000	1000	1529	1529
C11orf72	NR_130935	chr11	67370350	67374177	1000	1000	1913	1913
NDUFV1	NM_007103	chr11	67374322	67380012	1000	1000	2845	2844
NDUFV1	NM_001166102	chr11	67374322	67380012	1000	1000	2845	2844
DOC2GP	NR_033791	chr11	67380994	67383135	1000	1000	1070	1070
NUDT8	NM_181843	chr11	67395408	67397408	1000	1000	1000	999
NUDT8	NM_001243750	chr11	67395409	67397408	1000	1000	999	999
TBX10	NM_005995	chr11	67398773	67407031	1000	1000	4129	4128
ACY3	NM_080658	chr11	67410025	67418130	1000	1000	4052	4052
ALDH3B2	NM_001031615	chr11	67429632	67448685	1000	1000	9526	9526
ALDH3B2	NM_000695	chr11	67429632	67442102	1000	1000	6235	6234
FAM86C2P	NR_024249	chr11	67559237	67572807	1000	1000	6785	6784
UNC93B1	NM_030930	chr11	67758570	67771595	1000	1000	6512	6512
ALDH3B1	NM_001161473	chr11	67776016	67796749	1000	1000	10366	10366
ALDH3B1	NM_001290058	chr11	67777774	67796749	1000	1000	9487	9487
ALDH3B1	NM_001030010	chr11	67777774	67796749	1000	1000	9487	9487
ALDH3B1	NM_000694	chr11	67777774	67796749	1000	1000	9487	9487
ALDH3B1	NM_001290059	chr11	67777774	67796749	1000	1000	9487	9487
NDUFS8	NM_002496	chr11	67798083	67804114	1000	1000	3015	3015
MIR7113	NR_106963	chr11	67800330	67800389	1000	1000	29	29
MIR4691	NR_039840	chr11	67801363	67801448	1000	1000	42	42
TCIRG1	NM_006019	chr11	67806461	67818366	1000	1000	5952	5952
TCIRG1	NM_006053	chr11	67810446	67818366	1000	1000	3960	3959
MIR6753	NR_106811	chr11	67812260	67812424	1000	1000	82	81
CHKA	NM_001277	chr11	67820325	67888858	1000	1000	34266	34266
CHKA	NM_212469	chr11	67820325	67888858	1000	1000	34266	34266
SUV420H1	NM_001300907	chr11	67922329	67980812	1000	1000	29241	29241
SUV420H1	NM_001300908	chr11	67922329	67981239	1000	1000	29455	29454
SUV420H1	NM_017635	chr11	67922329	67980812	1000	1000	29241	29241
SUV420H1	NM_016028	chr11	67933185	67980784	1000	1000	23799	23799
SUV420H1	NM_001300909	chr11	67933185	67981239	1000	1000	24027	24026
C11orf24	NM_001300913	chr11	68028802	68039469	1000	1000	5333	5333
C11orf24	NM_022338	chr11	68028802	68039469	1000	1000	5333	5333
LRP5	NM_002335	chr11	68080076	68216743	1000	1000	68333	68333
LRP5	NM_001291902	chr11	68080076	68216743	1000	1000	68333	68333
PPP6R3	NM_018312	chr11	68228185	68382801	1000	1000	77308	77307
PPP6R3	NM_001164162	chr11	68228185	68382801	1000	1000	77308	77307
PPP6R3	NM_001164161	chr11	68228185	68382801	1000	1000	77308	77307
PPP6R3	NM_001164160	chr11	68228185	68382801	1000	1000	77308	77307
PPP6R3	NM_001164164	chr11	68228185	68382801	1000	1000	77308	77307
PPP6R3	NM_001164163	chr11	68228185	68382801	1000	1000	77308	77307
GAL	NM_015973	chr11	68451982	68458643	1000	1000	3330	3330
MTL5	NM_004923	chr11	68474907	68518988	1000	1000	22040	22040
MTL5	NM_001039656	chr11	68503599	68518988	1000	1000	7694	7694
CPT1A	NM_001031847	chr11	68522087	68609399	1000	1000	43656	43655
CPT1A	NM_001876	chr11	68522350	68609399	1000	1000	43524	43524
MRPL21	NM_181515	chr11	68658745	68671303	1000	1000	6279	6278
MRPL21	NM_181514	chr11	68658745	68671303	1000	1000	6279	6278
IGHMBP2	NM_002180	chr11	68671318	68708069	1000	1000	18375	18375
MRGPRD	NM_198923	chr11	68747489	68748455	1000	1000	483	482
MRGPRF	NM_001098515	chr11	68771861	68780850	1000	1000	4494	4494
MRGPRF	NM_145015	chr11	68771861	68780850	1000	1000	4494	4494
MRGPRF-AS1	NR_120541	chr11	68779821	68785916	1000	1000	3047	3047
TPCN2	NM_139075	chr11	68816349	68858072	1000	1000	20861	20861
MIR3164	NR_036122	chr11	68850643	68850726	1000	1000	41	41
LOC338694	NR_104161	chr11	68914695	68939030	1000	1000	12167	12167
MYEOV	NM_001300923	chr11	69061604	69064754	1000	1000	1575	1574
MYEOV	NM_001300924	chr11	69061604	69064754	1000	1000	1575	1574
MYEOV	NM_001293296	chr11	69061604	69064754	1000	1000	1575	1574
MYEOV	NM_001293294	chr11	69061604	69064754	1000	1000	1575	1574
MYEOV	NM_001293291	chr11	69061604	69064754	1000	1000	1575	1574
MYEOV	NM_138768	chr11	69061604	69064754	1000	1000	1575	1574
LINC01488	NR_120544	chr11	69300328	69308311	1000	1000	3991	3991
LINC01488	NR_120545	chr11	69300328	69308311	1000	1000	3991	3991
LINC01488	NR_120543	chr11	69300328	69308311	1000	1000	3991	3991
LINC01488	NR_120542	chr11	69300328	69308311	1000	1000	3991	3991
CCND1	NM_053056	chr11	69455872	69469242	1000	1000	6685	6684
ORAOV1	NM_153451	chr11	69480331	69490165	1000	1000	4917	4916
FGF19	NM_005117	chr11	69513005	69519106	1000	1000	3050	3050
FGF4	NM_002007	chr11	69587796	69590171	1000	1000	1187	1187
FGF3	NM_005247	chr11	69624735	69634192	1000	1000	4728	4728
LOC101928443	NR_120529	chr11	69902335	69911477	1000	1000	4571	4570
LOC101928443	NR_120530	chr11	69902335	69910030	1000	1000	3847	3847
ANO1-AS2	NR_103835	chr11	69918539	69921454	1000	1000	1457	1457
ANO1	NM_018043	chr11	69924407	70035652	1000	1000	55622	55622
ANO1	NR_030691	chr11	69931515	70035652	1000	1000	52068	52068
FADD	NM_003824	chr11	70049268	70053508	1000	1000	2120	2119
PPFIA1	NM_177423	chr11	70116805	70224598	1000	1000	53896	53896
